mal_id,name,score,genres,english_name,japanese_name,type,episodes,aired,premiered,producers,licensors,studios,source,duration,rating,ranked,members,director,producer
148,Kita e.: Diamond Dust Drops,6.62,"Drama, Romance, Slice of Life",Diamond Daydreams,北へ。 ～Diamond Dust Drops～,TV,12,"Jan 20, 2004 to Apr 5, 2004",Winter 2004,Unknown,ADV Films,Studio Deen,Visual novel,24 min. per ep.,PG-13 - Teens 13 or older,5305.0,7823,Bob Shirohata,"Shun Shimizu, Satoshi Fujita, Takeshi Oguri, Norimitsu Urasaki, Keiji Hamada"
150,Blood+,7.66,"Action, Military, Mystery, Horror, Supernatural, Drama, Vampire",Blood+,ブラッドプラス,TV,50,"Oct 8, 2005 to Sep 23, 2006",Fall 2005,"Aniplex, Mainichi Broadcasting System",Sony Pictures Entertainment,Production I.G,Original,24 min. per ep.,R - 17+ (violence & profanity),1116.0,317767,Goichi Suda,Hirofumi MoritomiHiroo MaruyamTomonori OchikoshiKatsuji Morishita
153,Juuni Kokuki,8.06,"Action, Adventure, Fantasy, Magic, Supernatural",The Twelve Kingdoms,十二国記,TV,45,"Apr 9, 2002 to Aug 30, 2003",Spring 2002,Sogo Vision,"Media Blasters, Discotek Media, Tokyopop",Studio Pierrot,Novel,25 min. per ep.,PG-13 - Teens 13 or older,464.0,113627,Tsuneo KobayashiHikari Kurihara (#40),Ken Suegawa
154,Shaman King,7.78,"Action, Adventure, Comedy, Super Power, Supernatural, Shounen",Shaman King,シャーマンキング,TV,64,"Jul 4, 2001 to Sep 25, 2002",Summer 2001,"TV Tokyo, Nihon Ad Systems, TV Tokyo Music",4Kids Entertainment,Xebec,Manga,23 min. per ep.,PG-13 - Teens 13 or older,853.0,294021,Joji Furuta,Fukashi AzumaNaoki SasadaTakatoshi Chino
157,Mahou Sensei Negima!,6.98,"Comedy, Ecchi, Fantasy, Harem, Magic, Romance, School, Shounen, Super Power, Supernatural",Negima!,魔法先生 ネギま！,TV,26,"Jan 6, 2005 to Jun 30, 2005",Winter 2005,Starchild Records,"Funimation, Sentai Filmworks",Xebec,Manga,23 min. per ep.,PG-13 - Teens 13 or older,3708.0,121120,Akiyuki Shinbo,Noboru ŌnoKensuke Tateishi (Kodansha)Haruki Hayashi (King Records)
158,Maria-sama ga Miteru,7.34,"Slice of Life, Drama, Romance, Shoujo, Shoujo Ai",Maria Watches Over Us,マリア様がみてる,TV,13,"Jan 8, 2004 to Apr 1, 2004",Winter 2004,"Rondo Robe, TV Tokyo Music","Nozomi Entertainment, Maiden Japan",Studio Deen,Light novel,24 min. per ep.,PG-13 - Teens 13 or older,2178.0,53511,Toshiyuki Kato,
159,Boukyaku no Senritsu,6.34,"Adventure, Fantasy, Horror, Mecha, Psychological, Sci-Fi, Shounen, Space, Supernatural",The Melody of Oblivion,忘却の旋律,TV,24,"Apr 7, 2004 to Sep 22, 2004",Spring 2004,"Kadokawa Shoten, TBS, KENMedia",Geneon Entertainment USA,"Gainax, J.C.Staff",Manga,23 min. per ep.,PG-13 - Teens 13 or older,6657.0,16632,Hiroshi Nishikiori,
160,"Ima, Soko ni Iru Boku",7.66,"Adventure, Drama, Fantasy, Military, Sci-Fi","Now and Then, Here and There",今、そこにいる僕,TV,13,"Oct 14, 1999 to Jan 20, 2000",Fall 1999,"Victor Entertainment, Pioneer LDC, Rakuonsha",Central Park Media,AIC,Original,25 min. per ep.,R - 17+ (violence & profanity),1140.0,108100,Akitaro Daichi,Shōichi KumabeKazuaki Morijiri
161,Peace Maker Kurogane,7.33,"Action, Comedy, Historical, Samurai, Shounen",Peace Maker Kurogane,PEACE MAKER 鐵,TV,24,"Oct 8, 2003 to Mar 24, 2004",Fall 2003,"GDH, TV Asahi, Imagica","ADV Films, Funimation",Gonzo,Manga,24 min. per ep.,R - 17+ (violence & profanity),2186.0,50151,Shigeru Kimiya,Kazuhiko HidanoSachi KawamotoSatoshi FukaoNoritomo IsogaiTetsuya KakitaHaruka KakuyaYōko ShiraishiShigeto TakeyamaFumihiro Andō
162,Pita Ten,6.94,"Comedy, Fantasy, Kids, Romance, School, Shounen",Pita-Ten,ぴたテン,TV,26,"Apr 7, 2002 to Sep 29, 2002",Spring 2002,Broccoli,Nozomi Entertainment,Madhouse,Manga,24 min. per ep.,G - All Ages,3863.0,20422,Toshifumi KawaseYūzō Satō,Eiji KanaokaKazuya WatanabeTakashi YokozawaTetsuro SatomiKōji Morimoto
165,RahXephon,7.42,"Action, Drama, Mecha, Music, Mystery, Psychological, Romance, Sci-Fi",RahXephon,ラーゼフォン,TV,26,"Jan 21, 2002 to Sep 11, 2002",Winter 2002,"Asatsu DK, Fuji TV",ADV Films,Bones,Original,23 min. per ep.,PG-13 - Teens 13 or older,1820.0,100343,Tomoki Kyoda,Daisuke KawakamiGo HarunaKatsuji NagataMasahiko MinamiShirō Sasaki
166,Samurai 7,7.48,"Historical, Mecha, Samurai, Sci-Fi",Samurai 7,サムライセブン,TV,26,"Jun 12, 2004 to Dec 25, 2004",Summer 2004,"GDH, Sotsu Music Publishing",Funimation,Gonzo,Other,26 min. per ep.,PG-13 - Teens 13 or older,1646.0,110124,Toshifumi Takizawa,Daisuke ItōKazuhiko Inomata
167,Scrapped Princess,7.41,"Sci-Fi, Adventure, Comedy, Drama, Fantasy, Mecha, Shounen",Scrapped Princess,スクラップド・プリンセス,TV,24,"Apr 8, 2003 to Oct 7, 2003",Spring 2003,"Kadokawa Shoten, A-Line","Funimation, Bandai Entertainment",Bones,Light novel,23 min. per ep.,PG-13 - Teens 13 or older,1861.0,81917,Sōichi Masui,Jun KatōMasahiko MinamiSatoru NegishiYūsuke AbeHitoshi Hayakawa
168,s.CRY.ed,7.38,"Action, Sci-Fi, Adventure, Super Power, Drama",s-CRY-ed,スクライド,TV,26,"Jul 4, 2001 to Dec 26, 2001",Summer 2001,Yomiko Advertising,"Bandai Entertainment, Sentai Filmworks, Discotek Media",Sunrise,Original,24 min. per ep.,PG-13 - Teens 13 or older,1969.0,72311,Gorō Taniguchi,
174,Tenjou Tenge,6.93,"Action, Ecchi, Martial Arts, Comedy, Super Power, School, Shounen",Tenjho Tenge,天上天下,TV,24,"Apr 2, 2004 to Sep 17, 2004",Spring 2004,TV Asahi,"Discotek Media, Geneon Entertainment USA",Madhouse,Manga,23 min. per ep.,R - 17+ (violence & profanity),3911.0,158482,Toshifumi Kawase,Masao Maruyama
175,Tokyo Underground,6.63,"Action, Adventure, Romance, Sci-Fi, Shounen, Super Power",Tokyo Underground,東京アンダーグラウンド,TV,26,"Apr 2, 2002 to Sep 24, 2002",Spring 2002,TV Tokyo Music,"Discotek Media, Geneon Entertainment USA",Studio Pierrot,Manga,25 min. per ep.,PG-13 - Teens 13 or older,5230.0,25243,Hayato Date,Fukashi AzumaTahei YamanishiKen HaginoNaoji Hōnokidani
177,Tsubasa Chronicle,7.55,"Action, Adventure, Fantasy, Magic, Romance, Supernatural, Shounen",Tsubasa RESERVoir CHRoNiCLE,ツバサ・クロニクル,TV,26,"Apr 9, 2005 to Oct 15, 2005",Spring 2005,"NHK, Kodansha",Funimation,Bee Train,Manga,25 min. per ep.,PG-13 - Teens 13 or older,1437.0,195978,Kōichi MashimoHiroshi Morioka (#27–52),
180,Vandread,7.21,"Action, Ecchi, Mecha, Sci-Fi, Shounen, Space",Vandread,ヴァンドレッド,TV,13,"Oct 3, 2000 to Dec 19, 2000",Fall 2000,"GDH, Dentsu, Media Factory","Funimation, Geneon Entertainment USA",Gonzo,Original,22 min. per ep.,PG-13 - Teens 13 or older,2723.0,73554,Takeshi Mori,Maki HoriuchiAyumu TanakaMasashi Tsukino
182,Tenkuu no Escaflowne,7.7,"Adventure, Psychological, Romance, Fantasy, Mecha",The Vision of Escaflowne,天空のエスカフローネ,TV,26,"Apr 2, 1996 to Sep 24, 1996",Spring 1996,"TV Tokyo, Bandai Visual","Funimation, Bandai Entertainment",Sunrise,Original,24 min. per ep.,PG-13 - Teens 13 or older,1037.0,127239,Kazuki Akane,Yumi Murase (TV Tokyo)Masahiko Minami(Sunrise)
189,Love Hina,7.14,"Comedy, Ecchi, Harem, Romance, Shounen, Slice of Life",Love Hina,ラブひな,TV,24,"Apr 19, 2000 to Sep 27, 2000",Spring 2000,"Production I.G, TV Tokyo, Yomiko Advertising","Funimation, Bandai Entertainment",Xebec,Manga,23 min. per ep.,PG-13 - Teens 13 or older,3037.0,225891,Yoshiaki Iwasaki,Atsushi MoriyamaNaoki Hiramatsu
190,Love Hina Again,7.25,"Comedy, Drama, Ecchi, Romance, Shounen",Love Hina Again,ラブ ひな Again,OVA,3,"Jan 26, 2002 to Mar 27, 2002",Unknown,"Starchild Records, Audio Tanaka","Bandai Entertainment, Discotek Media",Xebec,Manga,30 min. per ep.,PG-13 - Teens 13 or older,2581.0,76962,Yoshiaki Iwasaki,Atsushi MoriyamaNaoki Hiramatsu
193,Maburaho,6.8,"Comedy, Drama, Ecchi, Harem, Magic, Romance, School",Maburaho,まぶらほ,TV,24,"Oct 14, 2003 to Apr 6, 2004",Fall 2003,"Kadokawa Shoten, KlockWorx, Happinet Pictures, Sony PCL",ADV Films,J.C.Staff,Light novel,24 min. per ep.,R+ - Mild Nudity,4444.0,85634,Shinichiro Kimura,Masato MatsubayashiShigeaki TomiokaTakashi TachizakiTsuneo TakechiYuji Matsukura
194,Macross Zero,7.55,"Adventure, Mecha, Military, Sci-Fi, Shounen",Macross Zero,マクロス ゼロ,OVA,5,"Dec 21, 2002 to Oct 20, 2004",Unknown,Bandai Visual,Unknown,Satelight,Original,30 min. per ep.,R+ - Mild Nudity,1438.0,33232,Shōji Kawamori,
195,Onegai☆Teacher,7.17,"Sci-Fi, Comedy, Drama, Romance, School",Please Teacher!,おねがい☆ティーチャー,TV,12,"Jan 10, 2002 to Mar 28, 2002",Winter 2002,"Bandai Visual, Genco","Nozomi Entertainment, Bandai Entertainment",Daume,Original,23 min. per ep.,PG-13 - Teens 13 or older,2877.0,147889,Yasunori Ide,
196,Onegai☆Twins,6.88,"Comedy, Drama, Harem, School, Sci-Fi",Please Twins,おねがい☆ツインズ,TV,12,"Jul 15, 2003 to Oct 14, 2003",Summer 2003,"Bandai Visual, Genco, Lantis","Nozomi Entertainment, Bandai Entertainment",Daume,Original,25 min. per ep.,PG-13 - Teens 13 or older,4123.0,77733,Yasunori Ide,Takeshi AnzaiKouji Morimoto
198,Speed Grapher,7.35,"Action, Mystery, Super Power",Speed Grapher,スピードグラファー,TV,24,"Apr 8, 2005 to Sep 30, 2005",Spring 2005,"TV Asahi, WAO World, TAP",Funimation,Gonzo,Original,23 min. per ep.,R+ - Mild Nudity,2105.0,95801,Kunihisa Sugishima,Naomi NishiguchiTaichi Hashimoto
200,Tenshi na Konamaiki,7.48,"Comedy, Magic, Romance, Shounen",Cheeky Angel,天使な小生意気,TV,50,"Apr 6, 2002 to Mar 29, 2003",Spring 2002,Unknown,Unknown,TMS Entertainment,Manga,24 min. per ep.,PG-13 - Teens 13 or older,1653.0,22832,Masaharu Okuwaki,Noriko KobayashiMasahito Yoshioka
201,Video Girl Ai,7.21,"Comedy, Drama, Ecchi, Romance",Video Girl Ai,電影少女 VIDEO・GIRL・AI,OVA,6,"Mar 27, 1992 to Aug 28, 1992",Unknown,Shueisha,Unknown,Production I.G,Manga,29 min. per ep.,R+ - Mild Nudity,2725.0,23075,Kazuaki Seki,"
Mitsuhisa Ishikawa
Tetsuo Daitoku
"
202,Wolf's Rain,7.82,"Action, Adventure, Drama, Fantasy, Mystery, Sci-Fi",Wolf's Rain,ウルフズレイン,TV,26,"Jan 7, 2003 to Jul 29, 2003",Winter 2003,"Bandai Visual, Asatsu DK, Fuji TV","Funimation, Bandai Entertainment",Bones,Original,23 min. per ep.,PG-13 - Teens 13 or older,803.0,271685,Tensai Okamura,Masahiko MinamiMinoru TakanashiGo Haruna
205,Samurai Champloo,8.5,"Action, Adventure, Comedy, Historical, Samurai, Shounen",Samurai Champloo,サムライチャンプルー,TV,26,"May 20, 2004 to Mar 19, 2005",Spring 2004,"Victor Entertainment, Fuji TV, Barnum Studio, Tokuma Shoten, flying DOG","Funimation, Geneon Entertainment USA",Manglobe,Original,24 min. per ep.,R - 17+ (violence & profanity),105.0,892196,Shinichirō Watanabe,Takatoshi HamanoTakashi KochiyamaTetsuro Satomi
207,Lodoss-tou Senki,7.4,"Action, Adventure, Fantasy, Magic, Shounen, Supernatural",Record of Lodoss War,ロードス島戦記,OVA,13,"Jun 30, 1990 to Nov 23, 1991",Unknown,"Kadokawa Shoten, TBS, Marubeni","Funimation, Central Park Media",Madhouse,Novel,25 min. per ep.,R - 17+ (violence & profanity),1904.0,51172,Koichi Chigira,Kinya Watanabe
209,R.O.D: The TV,7.55,"Action, Sci-Fi, Adventure, Comedy, Super Power, Drama",R.O.D -The TV-,アール・オー・ディー ザ・ティーヴィー,TV,26,"Sep 1, 2003 to Mar 16, 2004",Fall 2003,"Aniplex, Studio Deen, Broccoli, Sony Music Entertainment","Aniplex of America, Geneon Entertainment USA",J.C.Staff,Light novel,25 min. per ep.,PG-13 - Teens 13 or older,1410.0,61604,Koji Masunari,Koji MasunariTomonori Ochikoshi
210,Ranma ½,7.76,"Slice of Life, Comedy, Martial Arts, Fantasy, Shounen",Ranma ½,らんま1/2,TV,161,"Apr 15, 1989 to Sep 25, 1992",Spring 1989,"Shogakukan-Shueisha Productions, Kitty Films, Fuji TV, Shogakukan",VIZ Media,Studio Deen,Manga,24 min. per ep.,R+ - Mild Nudity,891.0,194975,Ryo Nishimura,Ayao UedaJunpei NakagawaKenji Kume
217,Shin Angel,6.28,"Comedy, Drama, Hentai, Romance",New Angel,新エンジェル,OVA,5,"Oct 21, 1994 to Nov 22, 1995",Unknown,"Pink Pineapple, Studio Tulip",SoftCel Pictures,Unknown,Unknown,30 min. per ep.,Rx - Hentai,Unknown,2432,"Kaoru Tooyoka (eps 1, 2, 3, 4)","Kotaro Ran  Saburo Omiya (eps 3, 4)  Osamu Echuu (ep 2)Osamu Koshinaka (ep 3)"
218,Kidou Senkan Nadesico,7.52,"Action, Comedy, Mecha, Military, Parody, Romance, Sci-Fi, Shounen, Space",Martian Successor Nadesico,機動戦艦ナデシコ,TV,26,"Oct 1, 1996 to Mar 25, 1997",Fall 1996,"Starchild Records, Yomiko Advertising, Audio Tanaka","ADV Films, Nozomi Entertainment",Xebec,Original,23 min. per ep.,PG-13 - Teens 13 or older,1521.0,43756,Tatsuo Satō,Noriko KobayashiNaoya NakazawaShinichi IkedaTōru Satō
220,Kuro no Danshou,5.76,"Hentai, Horror",Mystery of the Necronomicon,黒の断章,OVA,4,"Oct 29, 1999 to Sep 25, 2000",Unknown,Discovery,Unknown,Unknown,Unknown,30 min. per ep.,Rx - Hentai,Unknown,2254,Hideki TakayamaYoshitaka Makino,
225,Dragon Ball GT,6.48,"Action, Sci-Fi, Adventure, Comedy, Super Power, Magic, Fantasy, Shounen",Dragon Ball GT,ドラゴンボールGT,TV,64,"Feb 7, 1996 to Nov 19, 1997",Winter 1996,Fuji TV,Funimation,Toei Animation,Manga,23 min. per ep.,PG-13 - Teens 13 or older,5974.0,472177,Osamu Kasai,
226,Elfen Lied,7.56,"Action, Horror, Psychological, Supernatural, Drama, Romance, Seinen",Elfen Lied,エルフェンリート,TV,13,"Jul 25, 2004 to Oct 17, 2004",Summer 2004,"VAP, Genco",ADV Films,Arms,Manga,25 min. per ep.,R+ - Mild Nudity,1382.0,1187921,Mamoru Kanbe,Kazuaki MorijiriManabu TamuraOsamu Koshinaka
227,FLCL,8.03,"Action, Sci-Fi, Comedy, Parody, Dementia, Psychological, Mecha",FLCL,フリクリ,OVA,6,"Apr 26, 2000 to Mar 16, 2001",Unknown,"Starchild Records, GANSIS","Funimation, Synch-Point","Gainax, Production I.G",Original,25 min. per ep.,PG-13 - Teens 13 or older,505.0,610114,Yutaka Uemura,Maki Terashima-FurutaMike LazzoMasaya Saito
228,Jigoku Shoujo,7.65,"Mystery, Horror, Psychological, Supernatural",Hell Girl,地獄少女,TV,26,"Oct 5, 2005 to Apr 5, 2006",Fall 2005,"Aniplex, SKY Perfect Well Think",Funimation,Studio Deen,Original,25 min. per ep.,R - 17+ (violence & profanity),1158.0,286869,Takahiro Omori,Kazunori AdachiTakanori YamayoshiYoshiyuki Shioya
229,Ninin ga Shinobuden,6.92,"Comedy, Parody, Martial Arts",Ninja Nonsense,ニニンがシノブ伝,TV,12,"Jul 10, 2004 to Sep 25, 2004",Summer 2004,"Toshiba Entertainment, Happinet Pictures","Nozomi Entertainment, NYAV Post",ufotable,Manga,24 min. per ep.,R - 17+ (violence & profanity),3939.0,30291,Haruo Sotozaki (series director)Hitoyuki Matsui,
230,Air Master,7.02,"Action, Comedy, Martial Arts, Seinen",Air Master,エアマスター,TV,27,"Apr 2, 2003 to Oct 1, 2003",Spring 2003,"VAP, Nippon Television Network",Geneon Entertainment USA,Toei Animation,Manga,24 min. per ep.,R - 17+ (violence & profanity),3550.0,32762,Daisuke Nishio,Hiroshi YamashitaManabu TamuraAtsushi Kido
231,Asagiri no Miko,6.18,"Action, Comedy, Supernatural, Fantasy, Seinen",Shrine of the Morning Mist,朝霧の巫女,TV,26,"Jul 4, 2002 to Dec 26, 2002",Summer 2002,"Starchild Records, TV Tokyo Music, Shounen Gahousha","Media Blasters, NYAV Post","Chaos Project, GANSIS",Manga,12 min. per ep.,PG - Children,7429.0,6599,Yuji Moriyama,
232,Cardcaptor Sakura,8.16,"Adventure, Comedy, Drama, Magic, Romance, Fantasy, School, Shoujo",Cardcaptor Sakura,カードキャプターさくら,TV,70,"Apr 7, 1998 to Mar 21, 2000",Spring 1998,"NHK, Kodansha, Sogo Vision, YTV","Nelvana, NIS America, Inc., Geneon Entertainment USA",Madhouse,Manga,25 min. per ep.,PG - Children,346.0,338021,Morio Asaka,Eizo Kondo
235,Detective Conan,8.16,"Adventure, Mystery, Comedy, Police, Shounen",Case Closed,名探偵コナン,TV,Unknown,"Jan 8, 1996 to ?",Winter 1996,"Yomiuri Telecasting, Animax, YTV, TMS-Kyokuchi, Shogakukan","Funimation, Crunchyroll",TMS Entertainment,Manga,25 min.,PG-13 - Teens 13 or older,349.0,252940,"Kenji Kodama (#1–118)Yasuichiro Yamamoto (#119–161, #163–218, #220–332, #667–677, #680–present)Masato Satō (#162, #219, #333–504)Kōjin Ochi (#505–666, #678–679)Nobuharu Kamanaka (#975–present)",Yomiuri TV:Michihiko Suwa (#1–332)Shuichi Kitada (#453–666)Isato Yonekura (#667–1008)Takeshi Shioguchi (#1009–present)TMS:Kazuhiko Yagiuchi (#1–33)Masahito Yoshioka (#1–332)Hiroaki Kobayashi (#333–529)Tetsu Kojima (#505–520)Takeshi Yamakawa (#602–695)Kiyoaki Terashima (#750–1032)Masataka Todo (#1033–present)
236,E's Otherwise,6.64,"Adventure, Comedy, Drama, Military, Sci-Fi, Shounen, Supernatural",E's Otherwise,エスアザーワイズ,TV,26,"Apr 1, 2003 to Sep 23, 2003",Spring 2003,Sotsu,ADV Films,Studio Pierrot,Manga,23 min. per ep.,PG-13 - Teens 13 or older,5178.0,14745,Masami Shimoda,
237,Koukyoushihen Eureka Seven,8.09,"Adventure, Drama, Mecha, Romance, Sci-Fi",Eureka Seven,交響詩篇エウレカセブン,TV,50,"Apr 17, 2005 to Apr 2, 2006",Spring 2005,"Aniplex, Bandai Visual, Kadokawa Shoten, Mainichi Broadcasting System, Bandai, Ashi Production, Sony Music Entertainment, Bandai Namco Games, Hakuhodo DY Media Partners, Bandai Channel, USEN","Funimation, Bandai Entertainment",Bones,Original,24 min. per ep.,PG-13 - Teens 13 or older,426.0,379048,Tomoki Kyoda[a]Hisatoshi Shimizu (Part 1),Masahiko Minami
238,Rekka no Honoo,7.36,"Action, Adventure, Martial Arts, Shounen, Super Power",Flame of Recca,烈火の炎,TV,42,"Jul 19, 1997 to Jul 10, 1998",Summer 1997,Fuji TV,"VIZ Media, Discotek Media",Studio Pierrot,Manga,23 min. per ep.,PG-13 - Teens 13 or older,2072.0,54580,Noriyuki Abe,
240,Genshiken,7.66,"Slice of Life, Comedy, Parody",Genshiken,げんしけん,TV,12,"Oct 10, 2004 to Dec 26, 2004",Fall 2004,"Genco, Lantis, Kids Station, Toshiba Entertainment",Media Blasters,Palm Studio,Manga,25 min. per ep.,PG-13 - Teens 13 or older,1136.0,150618,Tsutomu Mizushima,Haruki HayashiJunichirō TsuchiyaTooru Kawaguchi
241,Girls Bravo: First Season,6.45,"Harem, Comedy, Romance, Ecchi, Fantasy, School, Shounen",Girls Bravo,GIRLSブラボー first season,TV,11,"Jul 5, 2004 to Sep 27, 2004",Summer 2004,"Lantis, Kadokawa Shoten, Fuji TV, Rakuonsha, KlockWorx, Happinet Pictures, Studio Jack","Funimation, Geneon Entertainment USA",AIC Spirits,Manga,23 min. per ep.,R+ - Mild Nudity,6170.0,123337,Ei Aoki,Yoshiyuki MatsuzakiAtsuya Takase  (Season 1)Hiroyuki Kitaura (Season 2)
242,Gokusen,7.42,"Slice of Life, Comedy, Drama, School, Josei",The Gokusen,ごくせん,TV,13,"Jan 6, 2004 to Mar 30, 2004",Winter 2004,"VAP, Studio Jack","Media Blasters, NYAV Post",Madhouse,Manga,23 min. per ep.,R - 17+ (violence & profanity),1822.0,34951,Tōya Satō,Shōshun Katō
244,Agatha Christie no Meitantei Poirot to Marple,6.88,"Historical, Mystery",Agatha Christie's Great Detectives Poirot and Marple,アガサ・クリスティーの名探偵ポワロとマープル,TV,39,"Jul 4, 2004 to May 15, 2005",Summer 2004,Unknown,Unknown,OLM,Novel,25 min. per ep.,G - All Ages,4105.0,6279,Naohito Takahashi,
245,Great Teacher Onizuka,8.7,"Slice of Life, Comedy, Drama, School, Shounen",Great Teacher Onizuka,グレート・ティーチャー・オニヅカ,TV,43,"Jun 30, 1999 to Sep 17, 2000",Summer 1999,"Aniplex, Fuji TV","Discotek Media, Tokyopop",Studio Pierrot,Manga,25 min. per ep.,R - 17+ (violence & profanity),44.0,589324,Ken Iizuka,Kasai HideyukiYamamoto Yoshihiko
246,Groove Adventure Rave,7.27,"Adventure, Comedy, Fantasy, Romance, Shounen",Rave Master,レイヴ,TV,51,"Oct 13, 2001 to Sep 28, 2002",Fall 2001,"TBS, Kodansha",Tokyopop,Studio Deen,Manga,24 min. per ep.,PG-13 - Teens 13 or older,2474.0,84354,Takashi Watanabe,
248,Ichigo 100%,6.68,"Comedy, Ecchi, Harem, Romance, Shounen",Strawberry 100%,いちご100%,TV,12,"Apr 6, 2005 to Jun 22, 2005",Spring 2005,Shueisha,Unknown,Madhouse,Manga,23 min. per ep.,PG-13 - Teens 13 or older,4993.0,96555,Tomoki Kobayashi,Naoki WatanabeTetsuo Daitoku
249,InuYasha,7.85,"Action, Adventure, Comedy, Historical, Demons, Supernatural, Magic, Romance, Fantasy, Shounen",InuYasha,犬夜叉,TV,167,"Oct 16, 2000 to Sep 13, 2004",Fall 2000,"Yomiuri Telecasting, Shogakukan",VIZ Media,Sunrise,Manga,24 min. per ep.,PG-13 - Teens 13 or older,740.0,588434,Yasunao Aoki,Tomoyuki SaitoMitomu AsaiNaohiro Ogata
250,Konjiki no Gash Bell!!,7.55,"Adventure, Comedy, Demons, Supernatural, Magic, Shounen",Zatch Bell!,金色のガッシュベル!!,TV,150,"Apr 6, 2003 to Mar 26, 2006",Spring 2003,"Yomiko Advertising, Fuji TV","VIZ Media, Flatiron Film Company",Toei Animation,Manga,23 min. per ep.,PG-13 - Teens 13 or older,1434.0,97615,Takuya Igarashi,Aatsuya TakaseHiroyuki SakuradaShinichi IkedaTakatoshi Hamano
253,Jungle wa Itsumo Hare nochi Guu,7.84,"Slice of Life, Comedy, School",Haré+Guu,ジャングルはいつもハレのちグゥ,TV,26,"Apr 3, 2001 to Sep 25, 2001",Spring 2001,"Bandai Visual, Sotsu",Funimation,Shin-Ei Animation,Manga,23 min. per ep.,PG-13 - Teens 13 or older,757.0,29653,Tsutomu Mizushima,
254,Jungle wa Itsumo Hare nochi Guu Deluxe,7.83,"Comedy, Slice of Life",Haré+Guu Deluxe,ジャングルはいつもハレのちグゥ　デラックス,OVA,6,"Aug 25, 2002 to Jan 25, 2003",Unknown,Bandai Visual,Funimation,Shin-Ei Animation,Manga,26 min. per ep.,PG-13 - Teens 13 or older,780.0,11181,Tsutomu Mizushima,
256,Hoshi no Koe,7.22,"Sci-Fi, Space, Drama, Romance, Mecha",Voices of a Distant Star,ほしのこえ,OVA,1,"Feb 2, 2002",Unknown,Unknown,ADV Films,CoMix Wave Films,Original,25 min.,PG-13 - Teens 13 or older,2682.0,130748,Makoto Shinkai,Makoto Shinkai
257,Ikkitousen,6.45,"Ecchi, Super Power, Martial Arts, School",Ikki Tousen,一騎当千,TV,13,"Jul 30, 2003 to Oct 22, 2003",Summer 2003,"Genco, Cosmic Ray, Eye Move, Bushiroad","Funimation, Geneon Entertainment USA",J.C.Staff,Manga,24 min. per ep.,R+ - Mild Nudity,6153.0,131435,Rion Kujo,Noritomo IsogaiYuuichi IzumiOsamu KoshinakaSatoshi MotonagaYuushi IkaReon HiranoTakuya Abe
270,Hellsing,7.5,"Action, Horror, Supernatural, Vampire, Seinen",Hellsing,Hellsing [ヘルシング],TV,13,"Oct 11, 2001 to Jan 17, 2002",Fall 2001,"Fuji TV, Pioneer LDC","Funimation, Geneon Entertainment USA",Gonzo,Manga,23 min. per ep.,R - 17+ (violence & profanity),1586.0,549632,Tomokazu Tokoro (#1–4)Hiroyuki Tanaka (#5–7)Yasuhiro Matsumura (#8–10)Kenichi Suzuki (#8–10),Hiroki Yoshioka
