mal_id,name,score,genres,english_name,japanese_name,type,episodes,aired,premiered,producers,licensors,studios,source,duration,rating,ranked,members,director,producer
35241,Konohana Kitan,7.56,"Slice of Life, Fantasy, Seinen, Shoujo Ai",Konohana Kitan,このはな綺譚,TV,12,"Oct 4, 2017 to Dec 20, 2017",Fall 2017,"Genco, Lantis, AT-X, GAGA, Memory-Tech, Studio Mausu, DeNA, Kadokawa, Melonbooks",Funimation,Lerche,Manga,23 min. per ep.,PG-13 - Teens 13 or older,1406.0,109029,Hideki Okamoto,
35248,18if,6.17,"Mystery, Supernatural",18if,18if,TV,13,"Jul 7, 2017 to Sep 29, 2017",Summer 2017,"Sotsu, DLE, BS Fuji, Tokyo MX, Mobcast, RAY",Funimation,Gonzo,Game,23 min. per ep.,R - 17+ (violence & profanity),7490.0,46598,"Akira Nishimori (#1–2)Toshirō Fujii (#3)Hiroko Kazui (#4)Minoru Ōhara (#5)Yukio Takahashi (#6, 11)Koichi Chigira (#7)Takaaki Ishiyama (#8)Shigatsu Yoshikawa (#9)Koji Morimoto (10)Kenzaburō Mori (#12)Eito Ifue[a] (#13)",Atsushi YoshikawaHirotaka KanekoShinji ŌmoriHiroo SaitōShunsuke TsuburaiTakaya InoueMasahiro SaitōYoshinori Takeeda
35250,Urahara,5.79,"Comedy, Fantasy, Psychological, Sci-Fi",Urahara,URAHARA,TV,12,"Oct 4, 2017 to Dec 20, 2017",Fall 2017,"VAP, Sotsu, bilibili, Crunchyroll SC Anime Fund",Funimation,"Shirogumi, EMT Squared",Web manga,23 min. per ep.,PG-13 - Teens 13 or older,8878.0,30156,Amika Kubo,VAP
35252,Hatena☆Illusion,5.37,"Comedy, Supernatural, Romance, Ecchi",Hatena Illusion,はてな☆イリュージョン,TV,12,"Jan 9, 2020 to Jun 4, 2020",Winter 2020,"Shueisha, bilibili, Bandai Namco Arts",Funimation,Children's Playground Entertainment,Light novel,24 min. per ep.,PG-13 - Teens 13 or older,10001.0,29551,Shin Matsuo,
35255,Soutai Sekai,5.81,Sci-Fi,The Relative Worlds,ソウタイセカイ,ONA,2,"Apr 28, 2017 to May 5, 2017",Unknown,Hulu,Unknown,Craftar Studios,Original,16 min. per ep.,PG-13 - Teens 13 or older,8788.0,6479,Yūhei SakuragiHiroki Matsūra[a]Tomoyuki Takae[a],Tomohiko Ishii
35298,Ramen Daisuki Koizumi-san,6.52,"Comedy, Slice of Life",Ms. Koizumi Loves Ramen Noodles,ラーメン大好き小泉さん,TV,12,"Jan 4, 2018 to Mar 22, 2018",Winter 2018,"Sotsu, KlockWorx, flying DOG, Grooove, Cygames, Crunchyroll SC Anime Fund",Unknown,"Studio Gokumi, AXsiZ",Manga,22 min. per ep.,PG-13 - Teens 13 or older,5800.0,49788,Kenji Seto,
35330,Poputepipikku,7.27,"Comedy, Dementia, Parody",Pop Team Epic,ポプテピピック,TV,12,"Jan 7, 2018 to Mar 25, 2018",Winter 2018,King Records,"Funimation, Sentai Filmworks",Kamikaze Douga,4-koma manga,12 min. per ep.,PG-13 - Teens 13 or older,2459.0,168467,Jun AokiAoi Umeki (season 1),Kotaro Sudo
35399,Kamishibai Itazura Tanuki no Maki,5.57,"Action, Historical, Supernatural",Rascal Racoon,紙芝居 いたづら狸の卷,Movie,1,1933,Unknown,Unknown,Unknown,Unknown,Other,5 min.,G - All Ages,9513.0,334,Masaharu EndōHiroshi Saitō (1-33)Shigeo Koshi (34-52),Junzō NakajimaYoshio Katō
35413,Imouto sae Ireba Ii.,7.38,"Comedy, Romance",A Sister's All You Need,妹さえいればいい。,TV,12,"Oct 8, 2017 to Dec 24, 2017",Fall 2017,"Bandai Visual, Lantis, Shochiku, Bushiroad, Hakuhodo DY Music & Pictures, BS11, Shogakukan",Funimation,SILVER LINK.,Light novel,23 min. per ep.,R+ - Mild Nudity,1978.0,228968,Shin OonumaJin Tamamura[a],Terushige YoshieHayato KanekoTomoyuki ŌwadaYūichi IzumiTarō TanakaAtsushi ChikuYoshimasa OkunagaKazuyoshi Nishikawa
35427,Animegataris,6.42,"Comedy, Parody, School",Anime-Gataris,アニメガタリズ,TV,12,"Oct 8, 2017 to Dec 24, 2017",Fall 2017,"W-Toon Studio, Yomiuri TV Enterprise, DMM.futureworks, JY Animation",Funimation,WAO World,Original,23 min. per ep.,PG-13 - Teens 13 or older,6303.0,61425,Kenshirō Morii,Utsumi HiroshiKenji EbatoYáo XīnHiroaki Takeuchi
35434,Konbini Kareshi,6.3,"Slice of Life, Romance",Convenience Store Boy Friends,コンビニカレシ,TV,12,"Jul 7, 2017 to Sep 29, 2017",Summer 2017,"VAP, Dentsu, TBS, chara-ani.com, Pierrot Plus, Being, Gzbrain, Cocoro Free, Tosho Printing",Funimation,Studio Pierrot,Original,24 min. per ep.,PG-13 - Teens 13 or older,6909.0,68262,Hayato Date,
35484,Osake wa Fuufu ni Natte kara,6.94,"Slice of Life, Comedy, Romance",Love is Like a Cocktail,お酒は夫婦になってから,TV,13,"Oct 4, 2017 to Dec 27, 2017",Fall 2017,"VAP, Yomiko Advertising, Tokyo MX, GYAO!, Cloud22",Unknown,Creators in Pack,Web manga,3 min. per ep.,PG-13 - Teens 13 or older,3856.0,135273,Hisayoshi HirasawaSaori Tachibana,Taichi Hatanaka
35503,Shoujo☆Kageki Revue Starlight,7.62,"Music, School",Revue Starlight,少女☆歌劇 レヴュースタァライト,TV,12,"Jul 13, 2018 to Sep 28, 2018",Summer 2018,"Pony Canyon, TBS, Bushiroad, Overlap, Nelke Planning, APDREAM",Sentai Filmworks,Kinema Citrus,Original,24 min. per ep.,PG-13 - Teens 13 or older,1230.0,57600,Tomohiro Furukawa,Akane TaketsuguYūki KatayamaTeppei NojimaAtsushi IwasakiSayaka Shimoizumi
35507,Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e (TV),7.85,"Slice of Life, Psychological, Drama, School",Classroom of the Elite,ようこそ実力至上主義の教室へ,TV,12,"Jul 12, 2017 to Sep 27, 2017",Summer 2017,"Studio Hibari, Lantis, Media Factory, AT-X, Sony Music Communications, Toranoana, Kadokawa Media House, AKABEiSOFT2",Funimation,Lerche,Light novel,24 min. per ep.,PG-13 - Teens 13 or older,734.0,577290,Seiji Kishi[a]Hiroyuki Hashimoto[a]Yoshihito Nishōji (#13–),Shō TanakaMasahito IkemotoAshitate HarutakaAya IizukaHideo ItōMeiko TsurutaYūta KashiwabaraMitsuhiro Ogata
35639,Just Because!,7.29,"Slice of Life, Drama, Romance, School",Just Because!,Just Because!,TV,12,"Oct 5, 2017 to Dec 28, 2017",Fall 2017,"Sotsu, AT-X, BS Fuji, NBCUniversal Entertainment Japan, Tokyo MX, Moonbell, INCS toenter",Sentai Filmworks,Pine Jam,Original,23 min. per ep.,PG-13 - Teens 13 or older,2380.0,218640,Atsushi Kobayashi,Auronplay FukunagaTakema OkamuraYūma ŌgamiShinji ŌmoriHirotaka Kaneko
35712,Boku no Kanojo ga Majimesugiru Sho-bitch na Ken,6.28,"Harem, Comedy, Romance, Ecchi, School",My Girlfriend is Shobitch,僕の彼女がマジメ過ぎるしょびっちな件,TV,10,"Oct 12, 2017 to Dec 14, 2017",Fall 2017,"AT-X, Nippon Columbia, KlockWorx, Sony Music Communications, Toranoana, Glovision, Sammy, Kadokawa Media House, Production Ace, Kadokawa",Sentai Filmworks,"Diomedéa, Studio Blanc",Web manga,23 min. per ep.,PG-13 - Teens 13 or older,6979.0,183979,Nobuyoshi Nagayama,Jun'ichirō TamuraTakashi Tachizaki
35759,Sidonia no Kishi: Ai Tsumugu Hoshi,Unknown,"Action, Sci-Fi, Space, Mecha, Seinen",Knights of Sidonia,シドニアの騎士 あいつむぐほし,Movie,1,"May 14, 2021",Unknown,"Kodansha, King Records",Unknown,Polygon Pictures,Manga,Unknown,R - 17+ (violence & profanity),Unknown,15483,Hiroyuki Seshita (chief)Tadahiro Yoshihira,
35790,Tate no Yuusha no Nariagari,8.0,"Action, Adventure, Drama, Fantasy",The Rising of the Shield Hero,盾の勇者の成り上がり,TV,25,"Jan 9, 2019 to Jun 26, 2019",Winter 2019,"Frontier Works, AT-X, Nippon Columbia, Glovision, Good Smile Company, Sammy, Kadokawa Media House, NTT Plala, Kadokawa, Crunchyroll SC Anime Fund",Funimation,Kinema Citrus,Light novel,24 min. per ep.,PG-13 - Teens 13 or older,537.0,907714,Takao Abo (season 1)  Masato Jinbo (season 2)  Hitoshi Haga (season 3),Hiroyasu TaniguchiJun'ichirō TamuraKenichi TokumuraMitsuhiro OgataNaoki KishidaNobuhiko KurosuSho NakataTakashi TachizakiToyokazu NakahigashiYasuhiro NakajimaYutaka Kashiwagi
35821,Chio-chan no Tsuugakuro,7.45,"Comedy, Seinen",Chio's School Road,ちおちゃんの通学路,TV,12,"Jul 6, 2018 to Sep 21, 2018",Summer 2018,Unknown,Funimation,Diomedéa,Manga,23 min. per ep.,PG-13 - Teens 13 or older,1736.0,89367,Takayuki Inagaki,Junichirō TamuraTakashi Tachizaki
35828,Miira no Kaikata,7.42,"Slice of Life, Comedy, Supernatural",How to Keep a Mummy,ミイラの飼い方,TV,12,"Jan 12, 2018 to Mar 30, 2018",Winter 2018,"TBS, Grooove, Nichion, Exit Tunes, ONEMUSIC, Crunchyroll SC Anime Fund",Unknown,8bit,Web manga,24 min. per ep.,PG-13 - Teens 13 or older,1833.0,83252,Kaori,Atsushi Nasuda
35838,Shoujo Shuumatsu Ryokou,8.19,"Adventure, Mystery, Sci-Fi, Slice of Life",Girls' Last Tour,少女終末旅行,TV,12,"Oct 6, 2017 to Dec 22, 2017",Fall 2017,"AT-X, Shinchosha, Kadokawa Media House, Kadokawa",Sentai Filmworks,White Fox,Web manga,23 min. per ep.,PG-13 - Teens 13 or older,321.0,228188,Takaharu Ozaki,Mitsuhiro OgataShō TanakaNoritomo IsogaiTomoaki Iwasaka
35839,Sora yori mo Tooi Basho,8.57,"Adventure, Comedy, Drama",A Place Further Than The Universe,宇宙よりも遠い場所,TV,13,"Jan 2, 2018 to Mar 27, 2018",Winter 2018,"Media Factory, Movic, AT-X, Sony Music Communications, Docomo Anime Store, Kadokawa Media House, Kadokawa, NewGin, Crunchyroll SC Anime Fund",Unknown,Madhouse,Original,23 min. per ep.,PG-13 - Teens 13 or older,82.0,344406,Atsuko Ishizuka,Kenji Nakamoto
35840,Hataraku Saibou,6.85,Sci-Fi,Cells at Work!,はたらく細胞,ONA,1,"Jul 2, 2017",Unknown,Unknown,Unknown,Unknown,Manga,58 sec.,PG - Children,4250.0,15307,Hirofumi Ogura,Yuma Takahashi
35849,Darling in the FranXX,7.33,"Action, Drama, Mecha, Romance, Sci-Fi",DARLING in the FRANXX,ダーリン・イン・ザ・フランキス,TV,24,"Jan 13, 2018 to Jul 7, 2018",Winter 2018,"Aniplex, Khara, Movic, Ultra Super Pictures, Lucent Pictures Entertainment, Tokyo MX, Nagoya Broadcasting Network, Asahi Broadcasting, BS11, Lawson, ABC Animation, Rialto Entertainment",Funimation,"A-1 Pictures, Trigger, CloverWorks",Original,24 min. per ep.,PG-13 - Teens 13 or older,2210.0,988865,Atsushi Nishigori,Yōsuke TobaMikio UetsukiEiichi Kamagata
35860,Karakai Jouzu no Takagi-san,7.77,"Slice of Life, Comedy, Romance, School, Shounen",Teasing Master Takagi-san,からかい上手の高木さん,TV,12,"Jan 8, 2018 to Mar 26, 2018",Winter 2018,"TMS Entertainment, Asatsu DK, Asmik Ace, TOHO animation, JR East Marketing & Communications",Funimation,Shin-Ei Animation,Manga,23 min. per ep.,PG-13 - Teens 13 or older,887.0,361838,Hiroaki Akagi,
35889,Hakata Tonkotsu Ramens,7.41,"Action, Mystery",Hakata Tonkotsu Ramens,博多豚骨ラーメンズ,TV,12,"Jan 12, 2018 to Mar 30, 2018",Winter 2018,"Sotsu, AT-X, Warner Bros. Japan, KlockWorx, ASCII Media Works, Tokyo MX, BS11",Funimation,Satelight,Novel,23 min. per ep.,R - 17+ (violence & profanity),1864.0,120346,Kenji Yasuda,Takema OkamuraTomoyuki ŌwadaNoritomo IsogaiHirotaka KanekoMasaru SetoFumihiro OzawaNoriko DohiMika Endō
35905,Ryuuou no Oshigoto!,6.92,"Comedy, Game, Slice of Life",The Ryuo's Work is Never Done!,りゅうおうのおしごと！,TV,12,"Jan 8, 2018 to Mar 26, 2018",Winter 2018,"AT-X, Magic Capsule, Nippon Columbia, KlockWorx, BS Fuji, Tokyo MX, Hakuhodo DY Music & Pictures, Radio Osaka, Aquamarine, Dream Shift",Unknown,Project No.9,Light novel,23 min. per ep.,PG-13 - Teens 13 or older,3949.0,133518,Shinsuke Yanagi,Shinji ŌmoriAya IizukaYoshiyuki ShioyaFumihiro OzawaFumikazu SatōSōichirō Kunimitsu
35920,Hello Jadoo,Unknown,Slice of Life,Hello Jadoo,Unknown,TV,122,"Jul 18, 2011 to Feb 1, 2016",Summer 2011,Unknown,Unknown,Unknown,Original,11 min. per ep.,PG - Children,14344.0,234,Son Seok-woo,"Kwon Hye-min, Jeong Hae-gun"
35928,Devils Line,6.79,"Action, Drama, Romance, Seinen, Supernatural, Vampire",Devils' Line,デビルズライン,TV,12,"Apr 7, 2018 to Jun 23, 2018",Spring 2018,"Kodansha, King Records",Sentai Filmworks,Platinum Vision,Manga,24 min. per ep.,R - 17+ (violence & profanity),4484.0,164432,Hideaki Nakano,Yoshihiko YamazakiKisara TakahashiKazumi Satiō
35983,Harukana Receive,6.7,"Slice of Life, Sports",Harukana Receive,はるかなレシーブ,TV,12,"Jul 6, 2018 to Sep 21, 2018",Summer 2018,Unknown,Funimation,C2C,Manga,23 min. per ep.,PG-13 - Teens 13 or older,4906.0,80796,Toshiyuki Kubooka,Shintarō YoshitakeHiroyuki KobayashiHidehisa NagasawaNoritomo IsogaiMitsuhiro Ogata
35997,Märchen Mädchen,5.4,"Fantasy, Magic, School",Maerchen Maedchen,メルヘン・メドヘン,TV,10,"Jan 11, 2018 to Mar 29, 2018",Winter 2018,"Lantis, AT-X, NBCUniversal Entertainment Japan, Medicos Entertainment, Shueisha, Kanon Sound, DMM.com, NichiNare",Unknown,Hoods Entertainment,Light novel,23 min. per ep.,PG-13 - Teens 13 or older,9920.0,35063,Hisashi Saitō (Chief)Shigeru UedaTakuo Kimura (#11–12),Kentarō HattoriTerushige YoshieShinya ShinozakiAtsushi AitaniNoritomo IsogaiToshiyasu HayashiJun Morita
36000,Sora to Umi no Aida,5.68,"Sci-Fi, Adventure, Space, Fantasy",Between the Sky and Sea,ソラとウミのアイダ,TV,12,"Oct 4, 2018 to Dec 20, 2018",Fall 2018,Half H.P Studio,Sentai Filmworks,TMS Entertainment,Game,23 min. per ep.,PG-13 - Teens 13 or older,9209.0,17960,Atsushi Nigorikawa,
36028,Golden Kamuy,7.83,"Action, Adventure, Historical, Seinen",Golden Kamuy,ゴールデンカムイ,TV,12,"Apr 9, 2018 to Jun 25, 2018",Spring 2018,"Magic Capsule, NBCUniversal Entertainment Japan, Tokyo MX, Good Smile Company, Sammy, Shueisha, JR East Marketing & Communications, Twin Engine",Funimation,Geno Studio,Manga,23 min. per ep.,R - 17+ (violence & profanity),777.0,220135,Kenshirō Morii,Satoshi TanakaRyousuke MoriKazuaki TakahashiNaokado FujiyamaToshihiro SuzukiRie UkaiShunsuke Hasegawa (S1)Yukitoshi Suyama (S2)Rei Kudou (S3)
36038,Net-juu no Susume,7.63,"Game, Comedy, Romance",Recovery of an MMO Junkie,ネト充のススメ,ONA,10,"Oct 10, 2017 to Dec 12, 2017",Unknown,"DAX Production, flying DOG, Sony Music Communications, Tokyo MX, comico, JR East Marketing & Communications, Crunchyroll SC Anime Fund",Funimation,Signal.MD,Web manga,23 min. per ep.,PG-13 - Teens 13 or older,1188.0,341374,Kazuyoshi Yaginuma,Takuma SugiAtsushi EbuShigeaki KomatsuHiroyuki BirukawaJun’ichi KasedaHiroo SaitōTakuya OgawaHiroyuki MiyajimaAiko NishiharaAyumi Okamura
36049,Dagashi Kashi 2,6.87,"Slice of Life, Comedy, Shounen",Dagashi Kashi 2,だがしかし2,TV,12,"Jan 12, 2018 to Mar 30, 2018",Winter 2018,"Pony Canyon, TBS, Shogakukan, Lawson, Pony Canyon Enterprise",Funimation,Tezuka Productions,Manga,12 min. per ep.,PG-13 - Teens 13 or older,4144.0,115150,Satoshi Kuwabara,Junichirō TanakaAtsushi YoshikawaTakaaki NakanomeTomoyuki ŌhashiYasuyuki NishiyaKishō TsuritaAtsushi ChikuYūsuke Terada
36094,Hakumei to Mikochi,7.65,"Fantasy, Seinen, Slice of Life",Hakumei and Mikochi,ハクメイとミコチ,TV,12,"Jan 12, 2018 to Mar 30, 2018",Winter 2018,"Lantis, AT-X, Sony Music Communications, Kadokawa Media House, Kadokawa",Sentai Filmworks,Lerche,Manga,23 min. per ep.,PG-13 - Teens 13 or older,1149.0,47637,Masaomi Andō,JapaneseKazufumi KikushimaMieko TsurutaMitsuhiro OgataNoritomo IsogaiShinpei YamashitaEnglishJohn Ledford
36108,Takunomi.,6.43,"Comedy, Slice of Life",Takunomi,たくのみ。,TV,12,"Jan 12, 2018 to Mar 30, 2018",Winter 2018,"Pony Canyon, TBS, Magic Capsule, Shogakukan, Lawson, RAY, U-NEXT, Nichion",Sentai Filmworks,Production IMS,Web manga,12 min. per ep.,PG-13 - Teens 13 or older,6269.0,36901,Tomoki Kobayashi,
36214,Asagao to Kase-san.,7.73,"Romance, School, Shoujo Ai",Kase-san and Morning Glories,あさがおと加瀬さん。,OVA,1,"Jun 9, 2018",Unknown,Sotsu,Sentai Filmworks,Zexcs,Manga,58 min.,PG-13 - Teens 13 or older,955.0,56193,Takuya Satō,Gouta AijimaYuusuke TeradaMasayo KudouFumiaki Kumagai
36266,Mahou Shoujo Site,6.48,"Drama, Horror, Psychological, Supernatural",Magical Girl Site,魔法少女サイト,TV,12,"Apr 7, 2018 to Jun 23, 2018",Spring 2018,Sotsu,Unknown,production doA,Manga,24 min. per ep.,R - 17+ (violence & profanity),5995.0,152026,Tadahito Matsubayashi,Yoshinori TakeedaKazuaki TakahashiGōta AijimaKazuto MatsumuraAsami KomatsuSatoshi KubotaSōri Nakazawa
36267,Uchuu Senkan Tiramisù,6.38,"Comedy, Mecha, Sci-Fi, Slice of Life, Space",Space Battleship Tiramisu,宇宙戦艦ティラミス,TV,13,"Apr 3, 2018 to Jun 26, 2018",Spring 2018,"Frontier Works, Nippon Columbia, Studio Mausu, Tokyo MX, Adores, Shinchosha, FuRyu, Exa International, NTT Plala, JY Animation",Funimation,Gonzo,Web manga,7 min. per ep.,PG-13 - Teens 13 or older,6537.0,23788,Hiroshi Ikehata,Mariko ChiyaToyokazu NakahigashiToshiyuki MiichiTomohiro ŌtaniChizuru DoiHiroyasu TaniguchiSeiji AndōYao XinHirotaka KanekoKōhei Nagaoka
36316,Shichisei no Subaru,6.13,"Action, Fantasy, Game, Sci-Fi",Seven Senses of the Re'Union,七星のスバル,TV,12,"Jul 6, 2018 to Sep 21, 2018",Summer 2018,"TBS, Supa Love",Sentai Filmworks,Lerche,Light novel,24 min. per ep.,PG-13 - Teens 13 or older,7634.0,97150,Yoshihito Nishōji,Junichirō TanakaTakayuki TakagiShiho MiuraTakaaki NakanomeManabu Yokoyama
36317,Gaikotsu Shotenin Honda-san,7.32,"Comedy, Slice of Life",Skull-face Bookseller Honda-san,ガイコツ書店員本田さん,TV,12,"Oct 8, 2018 to Dec 24, 2018",Fall 2018,"Lantis, Half H.P Studio",Unknown,DLE,Web manga,11 min. per ep.,PG-13 - Teens 13 or older,2260.0,84659,Ouru Todoroki,
36407,Kenja no Mago,6.54,"Action, Comedy, Magic, Romance, Fantasy",Wise Man's Grandchild,賢者の孫,TV,12,"Apr 10, 2019 to Jun 26, 2019",Spring 2019,"Sotsu, Docomo Anime Store, ABC Animation, Kadokawa",Funimation,SILVER LINK.,Light novel,23 min. per ep.,PG-13 - Teens 13 or older,5705.0,331554,Masafumi Tamura,Takashi TachizakiTomoyuki OowadaKazusa UmedaAya IizukaMieko TsurutaSeiichi KawashimaKazuto MatsumuraDaisuke IwasakiOsao Kumamoto
36470,Tada-kun wa Koi wo Shinai,7.55,"Comedy, Romance, Slice of Life",Tada Never Falls in Love,多田くんは恋をしない,TV,13,"Apr 5, 2018 to Jun 28, 2018",Spring 2018,"Media Factory, AT-X, Docomo Anime Store, BS11",Sentai Filmworks,Doga Kobo,Original,23 min. per ep.,PG-13 - Teens 13 or older,1415.0,185649,Mitsue Yamazaki,Mitsuhiro OgataShō TanakaTomoyuki ŌwadaAya IizukaHidehisa NagasawaHajime KamataKaori KimuraYūji Satō
36511,Tokyo Ghoul:re,6.53,"Action, Psychological, Supernatural, Mystery, Drama, Horror, Seinen",Tokyo Ghoul:re,東京喰種トーキョーグール：re,TV,12,"Apr 3, 2018 to Jun 19, 2018",Spring 2018,"Marvelous, TC Entertainment",Funimation,"Studio Pierrot, Pierrot Plus",Manga,24 min. per ep.,R - 17+ (violence & profanity),5755.0,698167,Toshinori Watanabe,Ken HaginoYoshito DannoHidetada Soga
36516,Beatless,6.2,"Action, Drama, Romance, Sci-Fi",Beatless,BEATLESS,TV,20,"Jan 13, 2018 to Jun 30, 2018",Winter 2018,"Kadokawa Shoten, Mainichi Broadcasting System, Sony Music Entertainment, Good Smile Company, Animatic",Unknown,Diomedéa,Light novel,24 min. per ep.,PG-13 - Teens 13 or older,7318.0,136059,Seiji Mizushima,"Satoshi TanakaHiroshi KameiJunichirō TamuraGōta AijimaDaishi AsaiHiroyuki Sekikawa (#1–13, 21)"
36548,Kokkoku,7.04,"Psychological, Supernatural, Drama, Mystery, Seinen",Kokkoku,刻刻,TV,12,"Jan 8, 2018 to Mar 26, 2018",Winter 2018,Twin Engine,Sentai Filmworks,Geno Studio,Manga,23 min. per ep.,R - 17+ (violence & profanity),3514.0,142143,Yoshimitsu Ōhashi,Makoto Kimura
36632,Ore ga Suki nano wa Imouto dakedo Imouto ja Nai,4.91,"Comedy, Ecchi, Romance","My Sister, My Writer",俺が好きなのは妹だけど妹じゃない,TV,10,"Oct 10, 2018 to Dec 19, 2018",Fall 2018,MAGES.,Unknown,"NAZ, Magia Doraglier",Light novel,23 min. per ep.,PG-13 - Teens 13 or older,10683.0,92295,Hiroyuki Furukawa,Noritomo IsogaiYūta KashiwabaraJōtarō IshigamiSatoru ShimosatoDaisikue IwasakiSōjirō ArimizuMasanori KajiuraKaori Kimura
36642,Kakusansei Million Arthur,5.46,"Game, Music, Fantasy",Kaku-San-Sei Million Arthur,拡散性ミリオンアーサー,ONA,1,"Mar 23, 2012",Unknown,Unknown,Unknown,Unknown,Card game,1 min.,G - All Ages,9802.0,672,Mankyū,Hiroaki Iwano
36643,Kairisei Million Arthur,5.51,"Game, Music, Fantasy",Kai-ri-Sei Million Arthur,乖離性ミリオンアーサー,ONA,2,"Nov 18, 2014 to Jul 6, 2018",Unknown,Unknown,Unknown,Unknown,Card game,1 min. per ep.,G - All Ages,9677.0,599,Mankyū,Hiroaki Iwano
36652,Piano no Mori (TV),7.33,"Adventure, Music, Comedy, Drama, School, Seinen",Forest of Piano,ピアノの森,TV,12,"Apr 9, 2018 to Jul 2, 2018",Spring 2018,NHK,Unknown,Gaina,Manga,25 min. per ep.,PG-13 - Teens 13 or older,2188.0,82718,Gaku Nakatani (S1)Ryūtarō Suzuki (S1)Hiroyuki Yamaga (S2),
36654,Tsukumogami Kashimasu,6.71,"Slice of Life, Comedy, Historical, Demons, Supernatural",We Rent Tsukumogami,つくもがみ貸します,TV,12,"Jul 23, 2018 to Oct 15, 2018",Summer 2018,"TMS Entertainment, Sony Music Communications, Being, Universal Music Japan, Kadokawa, NHK Enterprises",Unknown,Telecom Animation Film,Novel,25 min. per ep.,PG-13 - Teens 13 or older,4841.0,13797,Masahiko Murata,TMS Entertainment
36688,Shinmai Maou no Testament Departures,6.94,"Action, Demons, Ecchi, Fantasy, Harem, Romance",The Testament of Sister New Devil,新妹魔王の契約者 DEPARTURES,OVA,1,"Mar 28, 2018",Unknown,"AT-X, Nippon Columbia, KlockWorx, Toranoana, Glovision, Sony PCL, Kadokawa Media House, Sun TV, Kadokawa",Unknown,Production IMS,Light novel,59 min.,R+ - Mild Nudity,3861.0,58979,Hisashi Saitō,Satoshi Motonaga
36864,Akkun to Kanojo,6.83,"Comedy, Josei, Romance, School",My Sweet Tyrant,あっくんとカノジョ,TV,25,"Apr 6, 2018 to Sep 21, 2018",Spring 2018,Unknown,Unknown,Yumeta Company,Manga,3 min. per ep.,PG-13 - Teens 13 or older,4306.0,101236,Shin Katagai,Media Factory
36902,Mahou Shoujo Ore,6.64,"Comedy, Fantasy, Magic",Magical Girl Ore,魔法少女 俺,TV,12,"Apr 2, 2018 to Jun 18, 2018",Spring 2018,"Genco, AT-X, KlockWorx, My Theater D.D., Crunchyroll SC Anime Fund",Unknown,Pierrot Plus,Web manga,23 min. per ep.,PG-13 - Teens 13 or older,5198.0,68526,Itsuro Kawasaki,Genco
36904,Aggressive Retsuko (ONA),7.7,"Slice of Life, Comedy",Aggretsuko,アグレッシブ烈子,ONA,10,"Apr 20, 2018",Unknown,"Sanrio, Netflix",Unknown,Fanworks,Other,15 min. per ep.,PG-13 - Teens 13 or older,1016.0,114921,Rarecho,Kelly LuegenbiehlKaata SakamotoTaro GotoYoichiro ShimomuraMiyuki OkumuraAkira TakayamaYasue Mochizuki
37007,Hinomaruzumou,7.6,"Martial Arts, Shounen, Sports",Hinomaru Sumo,火ノ丸相撲,TV,24,"Oct 5, 2018 to Mar 29, 2019",Fall 2018,"Nihon Ad Systems, Pony Canyon, Shueisha, BS11, Jinnan Studio, Cygames, CA-Cygames Anime Fund",Funimation,Gonzo,Manga,23 min. per ep.,PG-13 - Teens 13 or older,1268.0,81746,Kōnosuke UdaYasutaka Yamamoto,NAS
37033,Emiya-san Chi no Kyou no Gohan,7.82,"Slice of Life, Comedy",Today's Menu for the Emiya Family,衛宮さんちの今日のごはん,ONA,13,"Jan 25, 2018 to Jan 1, 2019",Unknown,"Aniplex, Kadokawa",Aniplex of America,ufotable,Manga,13 min. per ep.,PG-13 - Teens 13 or older,791.0,84976,Takahiro MiuraTetsuto Satō,Hikaru Kondo
37105,Grand Blue,8.41,"Slice of Life, Comedy, Seinen",Grand Blue Dreaming,ぐらんぶる,TV,12,"Jul 14, 2018 to Sep 29, 2018",Summer 2018,"Mainichi Broadcasting System, Kodansha, NBCUniversal Entertainment Japan, Avex Pictures, Q-Tec, JR East Marketing & Communications, GYAO!",Unknown,Zero-G,Manga,24 min. per ep.,PG-13 - Teens 13 or older,147.0,421403,Tsutomu Hanabusa,Toshihiro MaedaMakoto FurukawaRyōhei SuzukiKazuaki TakahashiYōko BabaGōta AijimaKazuto MatsumuraToshihiro Suzuki
37140,Gegege no Kitarou (2018),7.23,"Comedy, Demons, Supernatural, Shounen",GeGeGe no Kitaro,ゲゲゲの鬼太郎 (2018),TV,97,"Apr 1, 2018 to Mar 29, 2020",Spring 2018,"Yomiko Advertising, Fuji TV",Unknown,Toei Animation,Manga,23 min. per ep.,G - All Ages,2632.0,40208,Gō Koga,Chihiro Kameyama
37141,Hataraku Saibou (TV),7.64,"Comedy, Shounen",Cells at Work!,はたらく細胞,TV,13,"Jul 8, 2018 to Sep 30, 2018",Summer 2018,"Aniplex, Kodansha, Magic Capsule",Aniplex of America,David Production,Manga,23 min. per ep.,PG-13 - Teens 13 or older,1181.0,439537,Hirofumi Ogura,Yuma Takahashi
37188,Fumikiri Jikan,6.39,"Comedy, Slice of Life",Crossing Time,踏切時間,TV,12,"Apr 10, 2018 to Jun 26, 2018",Spring 2018,Unknown,Unknown,EKACHI EPILKA,Manga,3 min. per ep.,PG-13 - Teens 13 or older,6472.0,32679,Yoshio Suzuki,
